,,,DBN,School Name,School Type,Enrollment,Impact Score,Performance Score,Instruction and Performance - Rating,Safety and School Climate - Rating,Relationships with Families - Rating,Instruction/Learning Environment - School Percent Positive,Advising and Planning - School Percent Positive,Safety - School Percent Positive,School Leadership - School Percent Positive,Student Support - School Percent Positive,Teaching Environment - School Percent Positive,Communication - School Percent Positive,Family Involvement - School Percent Positive,Family-School Trust - School Percent Positive,Average Incoming ELA Proficiency (Based on 5th Grade),Average Incoming Math Proficiency (Based on 5th Grade),Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Percentage of students recommended for general ed settings with Special Ed Teacher Support Services (SETSS),Percentage of students recommended for Integrated Co-Teaching (ICT) services,Percentage of students recommended for Special Class (SC) services,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Student Percent - Asian,Student Percent - Black,Student Percent - Hispanic,Student Percent - Native American,Student Percent - Native Hawaiian or Pacific Islander,Student Percent - White,Teacher Percent - Asian,Teacher Percent - Black,Teacher Percent - Hispanic,Teacher Percent - Native American,Teacher Percent - Native Hawaiian or Pacific Islander,Teacher Percent - White,Nearby Student Distance (mi),Nearby Student Percent - Asian,Nearby Student Percent - Black,Nearby Student Percent - Hispanic,Nearby Student Percent - Native American,Nearby Student Percent - Native Hawaiian or Pacific Islander,Nearby Student Percent - White,District Percent - Asian,District Percent - Black,District Percent - Hispanic,District Percent - Native American,District Percent - Native Hawaiian or Pacific Islander,District Percent - White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Average Student Attendance,Percentage of Students with >90% Attendance,Teacher Attendance Rate,Percentage of students with IEPs receiving all recommended special education programs,Percentage of students with IEPs receiving some recommended special education programs,Percentage of students with IEPs receiving no recommended special education programs,Percentage of students with IEPs receiving all recommended related services,Percentage of students with IEPs receiving some recommended related services,Percentage of students with IEPs receiving no recommended related services
,,,25Q130,P.S. 130,Elementary,349,0.63,0.75,Excellent,Excellent,Excellent,0.92,,0.87,0.93,0.99,0.95,0.96,0.95,0.97,,,0.479,0.521,0,0.181,0.158,0.003,0.115,0.017,0.531,0.017,0.476,0.645,0.026,0.169,0.009,0,0.12,N<5,0,0,0,0,0.862,0.8,0.59,0.019,0.251,0.005,0.001,0.107,0.534,0.031,0.321,0.006,0.001,0.09,2,0.966,0.944,0.852,0.944,0.98,N/A,N/A,1,0,0
,,,25Q154,P.S. 154 Queens,Elementary,548,0.5,0.62,Good,Good,Excellent,0.86,0.8,0.84,0.81,0.93,0.86,0.96,0.92,0.98,,,0.46,0.54,0,0.239,0.204,0,0.126,0.057,0.742,0.058,0.693,0.387,0.077,0.365,0.011,0.004,0.142,N<5,N<5,N<5,0,0,0.786,0.3,0.461,0.06,0.34,0.018,0.008,0.103,0.534,0.031,0.321,0.006,0.001,0.09,9.1,0.881,0.921,0.684,0.96,0.94,0.06,0,0.96,N/A,N/A
,,,25Q163,P.S. 163 Flushing Heights,Elementary,704,0.59,0.69,Excellent,Excellent,Excellent,0.86,,0.82,0.83,0.99,0.92,0.98,0.94,0.98,,,0.474,0.526,0,0.442,0.134,0.003,0.057,0.038,0.737,0.04,0.692,0.773,0.006,0.18,0.004,0.001,0.011,0.424,N<5,N<5,0,0,0.458,0.5,0.497,0.089,0.337,0.009,0.001,0.041,0.534,0.031,0.321,0.006,0.001,0.09,9.1,0.712,0.956,0.872,0.975,0.98,N/A,N/A,0.99,N/A,N/A
,,,25Q164,P.S. 164 Queens Valley,K-8,520,0.47,0.56,Good,Good,Good,0.74,0.86,0.59,0.71,0.68,0.79,0.96,0.89,0.95,,,0.521,0.479,0,0.187,0.181,0.002,0.11,0.06,0.645,0.048,0.581,0.308,0.048,0.327,0.006,0,0.296,0.094,N<5,0.17,0,0,0.66,0.4,0.189,0.113,0.414,0.009,0,0.253,0.513,0.039,0.325,0.006,0.002,0.098,2.1,0.925,0.937,0.789,0.969,0.91,0,0.09,1,0,0
,,,25Q165,P.S. 165 Edith K. Bergtraum,Elementary,607,0.58,0.65,Good,Good,Good,0.79,0.92,0.67,0.65,0.88,0.75,0.97,0.94,0.94,,,0.478,0.522,0,0.129,0.265,0.012,0.155,0.074,0.722,0.069,0.659,0.455,0.15,0.272,0.015,0.002,0.081,0.088,N<5,N<5,0,0,0.8,0.4,0.305,0.244,0.299,0.012,0.001,0.107,0.534,0.031,0.321,0.006,0.001,0.09,8.1,0.9,0.925,0.758,0.96,0.92,0,0.08,0.99,N/A,N/A
,,,25Q169,P.S. 169 Bay Terrace,Elementary,396,0.46,0.63,Good,Excellent,Excellent,0.89,,0.66,0.92,0.97,0.95,0.98,0.96,0.95,,,0.523,0.477,0,0.093,0.152,0,0.109,0.005,0.321,0.02,0.275,0.381,0.033,0.25,0,0,0.263,0.192,N<5,N<5,0,0,0.615,0.3,0.348,0.022,0.265,0,0.004,0.27,0.534,0.031,0.321,0.006,0.001,0.09,14.1,0.923,0.941,0.82,0.966,1,0,0,1,0,0
,,,25Q184,P.S. 184 Flushing Manor,Elementary,452,0.5,0.66,Good,Excellent,Excellent,0.87,0.83,0.93,0.93,0.92,0.95,0.96,0.94,0.96,,,0.511,0.489,0,0.175,0.17,0.007,0.104,0.033,0.491,0.042,0.434,0.588,0.002,0.15,0.004,0.002,0.241,0.162,0,N<5,0,0,0.703,0.4,0.503,0.005,0.17,0.003,0.003,0.298,0.534,0.031,0.321,0.006,0.001,0.09,1.1,0.784,0.954,0.874,0.971,1,0,0,0.96,0,0.04
,,,25Q185,J.H.S. 185 Edward Bleeker,Middle,1473,0.55,0.75,Excellent,Excellent,Good,0.79,0.9,0.68,0.89,0.73,0.94,0.94,0.79,0.96,3.14,3.3,0.496,0.504,0,0.179,0.161,0.003,0.116,0.035,0.691,0.103,0.599,0.585,0.016,0.319,0.002,0,0.07,0.132,N<5,0.075,N<5,N<5,0.783,0.8,0.556,0.008,0.309,0.002,0,0.114,0.519,0.033,0.328,0.004,0.002,0.1,1,0.774,0.954,0.851,0.964,0.98,N/A,N/A,0.99,N/A,N/A
,,,25Q189,J.H.S. 189 Daniel Carter Beard,Middle,620,0.44,0.54,Fair,Good,Good,0.79,0.88,0.61,0.88,0.69,0.91,0.93,0.78,0.96,2.71,2.86,0.458,0.542,0,0.34,0.192,0.013,0.079,0.084,0.825,0.152,0.726,0.497,0.039,0.427,0.005,0,0.021,0.229,N<5,0.167,N<5,0,0.5,0.5,0.66,0.015,0.282,0.005,0,0.026,0.519,0.033,0.328,0.004,0.002,0.1,2.3,0.771,0.944,0.817,0.944,0.97,N/A,N/A,0.97,N/A,N/A
,,,25Q193,P.S. 193 Alfred J. Kennedy,Elementary,532,0.56,0.68,Good,Good,Excellent,0.82,,0.69,0.85,0.85,0.83,0.97,0.94,0.97,,,0.496,0.504,0,0.1,0.175,0.009,0.103,0.034,0.446,0.021,0.35,0.278,0.011,0.252,0.002,0.002,0.43,N<5,N<5,N<5,0,0,0.854,0.4,0.325,0.009,0.245,0.003,0.006,0.394,0.534,0.031,0.321,0.006,0.001,0.09,2.3,0.927,0.951,0.892,0.949,0.93,N/A,N/A,0.98,N/A,N/A
,,,25Q194,J.H.S. 194 William Carr,Middle,995,0.48,0.74,Excellent,Excellent,Good,0.73,0.88,0.69,0.87,0.67,0.89,0.94,0.81,0.95,3.19,3.4,0.494,0.506,0,0.127,0.137,0.011,0.088,0.028,0.571,0.074,0.502,0.443,0.007,0.341,0.005,0.003,0.186,0.075,N<5,N<5,N<5,N<5,0.866,1.1,0.473,0.005,0.229,0.002,0.004,0.272,0.519,0.033,0.328,0.004,0.002,0.1,12,0.985,0.942,0.802,0.957,0.98,N/A,N/A,0.99,N/A,N/A
,,,25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,K-8,482,0.58,0.52,Good,Fair,Excellent,0.72,0.9,0.59,0.73,0.66,0.66,0.96,0.95,0.95,,,0.483,0.517,0,0.102,0.249,0.004,0.143,0.093,0.632,0.077,0.587,0.11,0.197,0.546,0.017,0,0.093,N<5,0,N<5,0,0,0.8,0.3,0.28,0.095,0.45,0.019,0.002,0.104,0.513,0.039,0.325,0.006,0.002,0.098,3.5,0.756,0.917,0.647,0.962,0.98,N/A,N/A,1,0,0
,,,25Q201,P.S. 201 The Discovery School for Inquiry and Research,Elementary,309,0.51,0.48,Fair,Fair,Fair,0.7,0.66,0.52,0.76,0.76,0.75,0.92,0.86,0.86,,,0.495,0.505,0,0.139,0.33,0.023,0.129,0.155,0.887,0.094,0.841,0.123,0.405,0.417,0.01,0,0.036,N<5,0.162,N<5,0,0,0.73,0.2,0.168,0.374,0.405,0.011,0,0.023,0.534,0.031,0.321,0.006,0.001,0.09,0,0.811,0.909,0.629,0.97,0.97,N/A,N/A,0.99,N/A,N/A
,,,25Q209,P.S. 209 Clearview Gardens,Elementary,442,0.59,0.75,Excellent,Excellent,Excellent,0.82,1,1,0.84,0.83,0.88,0.96,0.95,0.96,,,0.457,0.543,0,0.12,0.172,0.002,0.102,0.009,0.378,0.011,0.337,0.559,0.005,0.19,0,0,0.231,N<5,N<5,N<5,0,0,0.8,0.6,0.433,0.008,0.181,0.004,0.002,0.349,0.534,0.031,0.321,0.006,0.001,0.09,2.6,0.914,0.95,0.88,0.97,1,0,0,0.98,N/A,N/A
,,,25Q214,P.S. 214 Cadwallader Colden,Elementary,322,0.43,0.53,Fair,Good,Good,0.77,,0.54,0.89,0.85,0.91,0.97,0.87,0.97,,,0.55,0.45,0,0.326,0.23,0,0.196,0.025,0.758,0.062,0.658,0.584,0.053,0.307,0.009,0,0.028,0.233,N<5,N<5,0,0,0.667,0.3,0.743,0.012,0.199,0.005,0,0.029,0.534,0.031,0.321,0.006,0.001,0.09,1,0.9,0.924,0.72,0.956,0.93,N/A,N/A,0.96,N/A,N/A
,,,25Q219,P.S. 219 Paul Klapper,K-8,578,0.59,0.57,Good,Good,Excellent,0.69,0.87,0.61,0.72,0.7,0.71,0.95,0.91,0.99,,,0.446,0.554,0,0.221,0.311,0.003,0.164,0.109,0.671,0.116,0.612,0.493,0.043,0.325,0.009,0.003,0.111,0.187,N<5,0.107,0,0,0.613,0.5,0.654,0.016,0.271,0.009,0.001,0.043,0.513,0.039,0.325,0.006,0.002,0.098,3,0.88,0.928,0.728,0.956,0.98,N/A,N/A,0.99,N/A,N/A
,,,25Q237,I.S. 237,Middle,1296,0.49,0.71,Good,Good,Good,0.74,0.83,0.55,0.74,0.62,0.79,0.93,0.76,0.94,3.1,3.4,0.471,0.529,0,0.25,0.117,0,0.073,0.032,0.803,0.079,0.719,0.741,0.033,0.201,0.004,0.001,0.01,0.198,N<5,0.128,0,N<5,0.547,0.5,0.782,0.014,0.178,0.004,0,0.011,0.519,0.033,0.328,0.004,0.002,0.1,15.7,0.884,0.95,0.83,0.953,0.99,N/A,N/A,0.96,N/A,N/A
,,,25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,Middle,267,0.4,0.36,Fair,Fair,Good,0.71,0.85,0.57,0.76,0.68,0.84,0.93,0.76,0.95,2.6,2.51,0.483,0.517,0,0.255,0.285,0.011,0.135,0.131,0.825,0.195,0.757,0.236,0.228,0.427,0.007,0.011,0.056,0,N<5,N<5,0,0,0.846,0.5,0.37,0.132,0.342,0.003,0.003,0.125,0.519,0.033,0.328,0.004,0.002,0.1,11,0.885,0.905,0.637,0.97,0.96,N/A,N/A,0.97,N/A,N/A
,,,25Q252,"Queens School of Inquiry, The",Middle,229,0.34,0.54,Fair,Good,Good,0.78,0.87,0.66,0.78,0.68,0.76,0.9,0.83,0.93,3.15,3.02,0.502,0.498,0,0.079,0.179,0,0.17,0.004,0.675,0.063,0.57,0.297,0.162,0.354,0,0.004,0.153,N<5,N<5,0.102,0,0,0.755,0.5,0.391,0.118,0.326,0.004,0.002,0.132,0.519,0.033,0.328,0.004,0.002,0.1,14.1,0.796,0.928,0.749,0.972,1,0,0,0.98,N/A,N/A
,,,25Q281,East-West School of International Studies,Middle,293,0.54,0.87,Excellent,Good,Good,0.79,0.86,0.71,0.75,0.7,0.77,0.92,0.78,0.96,3.29,3.62,0.471,0.529,0,0.061,0.133,0,0.116,0.01,0.728,0.041,0.69,0.829,0.031,0.106,0.003,0.003,0.027,0.258,N<5,N<5,0,0,0.636,0.6,0.752,0.011,0.205,0.003,0.001,0.017,0.519,0.033,0.328,0.004,0.002,0.1,7.5,0.788,0.966,0.919,0.958,0.69,0.31,0,0.99,N/A,N/A
,,,25Q285,World Journalism Preparatory: A College Board School,Middle,269,0.45,0.71,Excellent,Good,Good,0.73,0.77,0.64,0.79,0.62,0.82,0.9,0.84,0.91,3.26,3.18,0.565,0.435,0,0.026,0.223,0.004,0.201,0.004,0.359,0.024,0.378,0.171,0.007,0.264,0.011,0.004,0.506,N<5,N<5,0.13,0,0,0.696,1.5,0.58,0.015,0.264,0.004,0.003,0.116,0.519,0.033,0.328,0.004,0.002,0.1,0.5,0.935,0.936,0.816,0.962,0.97,N/A,N/A,0.99,N/A,N/A
,,,25Q294,BELL Academy,Middle,360,0.6,0.93,Excellent,Good,Excellent,0.75,0.79,0.75,0.74,0.72,0.83,0.94,0.91,0.97,3.49,3.78,0.472,0.528,0,0.036,0.211,0.003,0.133,0.05,0.387,0.022,0.325,0.428,0.053,0.236,0,0.003,0.256,N<5,N<5,N<5,0,0,0.857,1.2,0.503,0.021,0.209,0.005,0.002,0.231,0.519,0.033,0.328,0.004,0.002,0.1,11.4,0.821,0.958,0.876,0.964,0.93,N/A,N/A,0.99,N/A,N/A
,,,25Q379,College Point Collaborative,Middle,467,0.39,0.4,Fair,Good,Fair,0.71,0.81,0.57,0.75,0.61,0.73,0.88,0.77,0.91,2.72,2.63,0.49,0.51,0,0.274,0.191,0,0.113,0.066,0.75,0.152,0.664,0.075,0.017,0.799,0,0.004,0.099,0.2,0,N<5,0,0,0.7,0.4,0.206,0.014,0.704,0,0.004,0.068,0.519,0.033,0.328,0.004,0.002,0.1,0.6,0.8,0.919,0.69,0.951,0.98,N/A,N/A,0.95,N/A,N/A
,,,25Q499,"The Queens College School for Math, Science and Technology",K-8,534,0.48,0.71,Good,Excellent,Good,0.83,0.96,0.73,0.85,0.72,0.92,0.94,0.92,0.9,,,0.481,0.519,0,0.03,0.182,0.032,0.086,0.036,0.496,0.03,0.427,0.487,0.15,0.202,0.009,0.006,0.086,0.273,N<5,N<5,0,0,0.545,2,0.456,0.045,0.352,0.006,0.002,0.115,0.513,0.039,0.325,0.006,0.002,0.098,9,0.818,0.954,0.889,0.971,0.99,N/A,N/A,0.99,N/A,N/A
,,,26Q018,P.S. 018 Winchester,Elementary,368,0.54,0.66,Good,Excellent,Excellent,0.9,1,0.88,0.92,0.94,0.95,0.97,0.94,0.97,,,0.478,0.522,0,0.177,0.209,0.035,0.114,0.033,0.55,0.03,0.522,0.557,0.117,0.217,0.016,0.003,0.071,N<5,0,N<5,0,0,0.919,0.4,0.526,0.094,0.286,0.024,0.002,0.053,0.623,0.038,0.175,0.009,0.002,0.125,1.1,0.973,0.939,0.819,0.97,0.98,N/A,N/A,0.99,N/A,N/A
,,,26Q026,P.S. 026 Rufus King,Elementary,521,0.51,0.62,Good,Excellent,Excellent,0.9,1,0.75,0.87,0.99,0.92,0.97,0.94,0.96,,,0.537,0.463,0,0.215,0.175,0.021,0.094,0.046,0.671,0.033,0.63,0.537,0.081,0.205,0.019,0,0.136,0.14,N<5,N<5,0,0,0.767,0.3,0.569,0.065,0.175,0.013,0.003,0.148,0.623,0.038,0.175,0.009,0.002,0.125,10.1,0.954,0.926,0.753,0.963,1,0,0,1,0,0
,,,26Q031,P.S. 031 Bayside,Elementary,347,0.52,0.62,Good,Excellent,Good,0.88,,0.83,0.94,0.99,0.98,0.95,0.93,0.94,,,0.464,0.536,0,0.32,0.245,0,0.092,0.135,0.625,0.153,0.573,0.427,0.046,0.389,0.003,0,0.101,N<5,N<5,0,0,0,0.882,0.4,0.61,0.028,0.233,0.007,0,0.088,0.623,0.038,0.175,0.009,0.002,0.125,21.1,0.912,0.921,0.72,0.961,0.99,N/A,N/A,0.99,N/A,N/A
,,,26Q041,P.S. 041 Crocheron,Elementary,402,0.75,0.87,Excellent,Excellent,Excellent,0.88,,0.95,0.95,0.94,0.98,0.98,0.96,0.97,,,0.493,0.507,0,0.152,0.224,0,0.144,0.057,0.48,0.015,0.418,0.58,0.005,0.214,0.005,0,0.172,0.2,N<5,N<5,N<5,N<5,0.767,0.4,0.554,0,0.259,0.01,0,0.167,0.623,0.038,0.175,0.009,0.002,0.125,9.2,0.933,0.946,0.83,0.962,0.97,N/A,N/A,0.93,N/A,N/A
,,,26Q046,P.S. 046 Alley Pond,Elementary,434,0.59,0.69,Good,Good,Good,0.79,0.8,0.89,0.79,0.88,0.86,0.95,0.94,0.94,,,0.419,0.581,0,0.157,0.348,0,0.196,0.111,0.486,0.044,0.454,0.59,0.062,0.205,0.012,0.005,0.101,0.154,N<5,N<5,0,0,0.712,0.3,0.721,0.025,0.164,0.009,0,0.062,0.623,0.038,0.175,0.009,0.002,0.125,0.1,0.942,0.945,0.832,0.967,0.95,0.05,0,1,N/A,N/A
,,,26Q067,J.H.S. 067 Louis Pasteur,Middle,948,0.52,0.93,Excellent,Good,Good,0.76,0.89,0.63,0.77,0.65,0.81,0.93,0.86,0.97,3.56,3.73,0.436,0.563,0.001,0.015,0.137,0.003,0.094,0.03,0.344,0.021,0.277,0.63,0.026,0.136,0.006,0.003,0.166,0.133,N<5,N<5,0,0,0.783,0.8,0.637,0.016,0.138,0.004,0,0.174,0.652,0.042,0.161,0.011,0.004,0.108,8.1,0.933,0.964,0.907,0.954,0.98,N/A,N/A,0.99,N/A,N/A
,,,26Q074,J.H.S. 074 Nathaniel Hawthorne,Middle,1073,0.54,0.92,Excellent,Good,Good,0.76,0.85,0.66,0.83,0.68,0.87,0.92,0.86,0.96,3.41,3.64,0.497,0.503,0,0.076,0.15,0,0.088,0.048,0.418,0.038,0.379,0.663,0.042,0.145,0.013,0.001,0.106,0.097,N<5,0.111,0,0,0.736,0.7,0.754,0.016,0.118,0.01,0.001,0.081,0.652,0.042,0.161,0.011,0.004,0.108,4.2,0.944,0.961,0.89,0.959,0.97,N/A,N/A,0.98,N/A,N/A
,,,26Q094,P.S. 094 David D. Porter,Elementary,323,0.71,0.88,Excellent,Excellent,Excellent,0.93,,0.97,0.92,0.99,0.99,0.98,0.96,0.98,,,0.548,0.452,0,0.118,0.158,0,0.111,0.028,0.455,0.025,0.347,0.777,0.019,0.093,0.003,0,0.053,N<5,N<5,N<5,0,0,0.821,0.3,0.717,0.027,0.152,0.004,0,0.049,0.623,0.038,0.175,0.009,0.002,0.125,10.1,0.821,0.965,0.941,0.959,0.93,N/A,N/A,1,0,0
,,,26Q098,P.S. 098 The Douglaston School,Elementary,242,0.65,0.8,Excellent,Excellent,Excellent,0.96,0.82,0.98,0.9,0.97,0.94,0.99,0.98,0.98,,,0.471,0.529,0,0.079,0.19,0.004,0.136,0.012,0.285,0.004,0.252,0.38,0.033,0.236,0.008,0,0.306,N<5,0,N<5,0,0,0.8,0.6,0.65,0.025,0.146,0,0,0.137,0.623,0.038,0.175,0.009,0.002,0.125,4,0.96,0.948,0.883,0.967,1,0,0,0.95,N/A,N/A
,,,26Q115,The James J. Ambrose School,Elementary,605,0.58,0.75,Excellent,Good,Excellent,0.85,0.86,0.73,0.84,0.84,0.9,0.97,0.96,0.96,,,0.519,0.481,0,0.094,0.139,0.005,0.086,0.028,0.446,0.017,0.405,0.704,0.058,0.137,0.013,0.002,0.051,N<5,0,0.119,0,0,0.81,0.4,0.669,0.054,0.178,0.017,0.005,0.062,0.623,0.038,0.175,0.009,0.002,0.125,8.1,0.905,0.944,0.842,0.96,0.9,N/A,N/A,1,0,0
,,,26Q133,P.S. 133 Queens,Elementary,528,0.55,0.7,Good,Excellent,Excellent,0.87,1,0.87,0.94,0.89,0.93,0.95,0.94,0.96,,,0.5,0.5,0,0.102,0.121,0,0.066,0.045,0.53,0.057,0.477,0.646,0.038,0.17,0.013,0.008,0.089,0,0,N<5,0,0,0.95,0.4,0.619,0.033,0.17,0.02,0.008,0.122,0.623,0.038,0.175,0.009,0.002,0.125,2.2,0.875,0.934,0.778,0.962,0.97,N/A,N/A,0.99,N/A,N/A
,,,26Q158,M.S. 158 Marie Curie,Middle,787,0.52,0.86,Excellent,Good,Good,0.73,0.78,0.61,0.7,0.62,0.71,0.87,0.81,0.96,3.34,3.54,0.51,0.49,0,0.099,0.17,0.006,0.104,0.056,0.534,0.046,0.482,0.605,0.033,0.234,0.008,0.008,0.102,0.102,N<5,0.085,N<5,0,0.763,0.7,0.651,0.031,0.202,0.004,0.007,0.09,0.652,0.042,0.161,0.011,0.004,0.108,4,0.932,0.948,0.834,0.951,0.98,N/A,N/A,0.95,0,0.05
,,,26Q159,P.S. 159,Elementary,520,0.6,0.72,Excellent,Excellent,Excellent,0.86,0.82,0.93,0.94,0.91,0.93,0.97,0.95,0.95,,,0.463,0.537,0,0.256,0.187,0,0.098,0.065,0.491,0.04,0.458,0.587,0.006,0.2,0.006,0,0.183,N<5,N<5,N<5,0,0,0.829,0.3,0.608,0.013,0.21,0,0,0.153,0.623,0.038,0.175,0.009,0.002,0.125,13.1,1,0.957,0.892,0.966,0.95,N/A,N/A,0.99,N/A,N/A
,,,26Q162,P.S. 162 John Golden,Elementary,461,0.56,0.66,Good,Good,Excellent,0.81,0.65,0.84,0.85,0.83,0.87,0.96,0.92,0.97,,,0.49,0.51,0,0.334,0.184,0.004,0.093,0.061,0.578,0.039,0.549,0.766,0.015,0.111,0.004,0,0.085,0.282,N<5,0,0,0,0.641,0.4,0.743,0.019,0.132,0.008,0,0.079,0.623,0.038,0.175,0.009,0.002,0.125,2.7,0.897,0.953,0.852,0.959,0.86,0.14,0,1,0,0
,,,26Q172,Irwin Altman Middle School 172,Middle,829,0.49,0.75,Excellent,Good,Good,0.74,0.83,0.55,0.79,0.64,0.82,0.93,0.87,0.92,3.14,3.18,0.497,0.502,0.001,0.1,0.169,0.013,0.11,0.037,0.501,0.065,0.455,0.609,0.08,0.185,0.019,0.007,0.072,N<5,0,0.136,0,0,0.797,0.8,0.667,0.051,0.15,0.021,0.005,0.076,0.652,0.042,0.161,0.011,0.004,0.108,3.2,0.983,0.938,0.806,0.955,0.99,N/A,N/A,0.97,N/A,N/A
,,,26Q173,P.S. 173 Fresh Meadows,Elementary,897,0.57,0.7,Good,Good,Excellent,0.78,0.8,0.63,0.89,0.84,0.86,0.97,0.93,0.97,,,0.501,0.499,0,0.165,0.183,0.009,0.086,0.067,0.545,0.046,0.504,0.594,0.017,0.149,0.011,0.001,0.201,0.273,0,0.091,0,0,0.591,0.4,0.659,0.009,0.135,0.005,0.002,0.154,0.623,0.038,0.175,0.009,0.002,0.125,4,0.879,0.946,0.834,0.96,0.99,N/A,N/A,1,0,0
,,,26Q178,P.S./ IS 178 Holliswood,K-8,482,0.31,0.49,Fair,Good,Good,0.71,0.85,0.57,0.71,0.63,0.83,0.96,0.91,0.92,,,0.502,0.498,0,0.093,0.16,0,0.106,0.044,0.421,0.046,0.388,0.193,0.058,0.149,0.017,0.004,0.548,0.209,N<5,0.116,0,0,0.605,0.4,0.176,0.035,0.099,0.014,0.007,0.634,0.608,0.049,0.172,0.01,0.003,0.131,8.1,0.884,0.922,0.731,0.955,0.99,N/A,N/A,0.92,0.04,0.04
,,,26Q186,P.S. 186 Castlewood,Elementary,313,0.55,0.65,Good,Excellent,Excellent,0.84,0.86,0.9,0.86,0.95,0.92,0.97,0.94,0.96,,,0.422,0.578,0,0.035,0.412,0.006,0.281,0.073,0.447,0.016,0.403,0.46,0.102,0.195,0.013,0.01,0.192,0.081,0,0.081,0,0,0.806,0.4,0.486,0.109,0.156,0.012,0.004,0.191,0.623,0.038,0.175,0.009,0.002,0.125,2,0.952,0.936,0.799,0.962,1,0,0,0.99,N/A,N/A
,,,26Q188,P.S. 188 Kingsbury,Elementary,628,0.68,0.86,Excellent,Excellent,Excellent,0.83,,0.83,0.9,0.87,0.88,0.97,0.95,0.97,,,0.455,0.545,0,0.089,0.115,0,0.067,0.027,0.316,0.029,0.253,0.688,0.016,0.068,0.005,0.002,0.194,0.152,0,N<5,0,0,0.783,0.8,0.511,0.073,0.188,0.02,0.001,0.165,0.623,0.038,0.175,0.009,0.002,0.125,2.6,0.891,0.962,0.937,0.971,1,0,0,0.98,N/A,N/A
,,,26Q191,P.S. 191 Mayflower,Elementary,317,0.47,0.63,Good,Excellent,Excellent,0.93,0.81,0.99,0.96,0.99,0.99,0.98,0.96,0.97,,,0.457,0.543,0,0.205,0.189,0,0.12,0.057,0.588,0.174,0.53,0.669,0.019,0.227,0.009,0,0.047,N<5,0,N<5,0,0,0.806,0.3,0.71,0.028,0.157,0.021,0,0.059,0.623,0.038,0.175,0.009,0.002,0.125,1.1,0.774,0.929,0.749,0.971,0.98,N/A,N/A,0.95,N/A,N/A
,,,26Q203,P.S. 203 Oakland Gardens,Elementary,760,0.7,0.87,Excellent,Excellent,Excellent,0.86,0.73,0.96,0.86,0.87,0.9,0.95,0.96,0.96,,,0.497,0.503,0,0.143,0.143,0.001,0.078,0.037,0.454,0.011,0.38,0.767,0.009,0.122,0.003,0,0.064,0.086,0,0.086,0,0,0.828,0.5,0.69,0.027,0.148,0.008,0,0.087,0.623,0.038,0.175,0.009,0.002,0.125,9.2,0.897,0.957,0.895,0.955,0.98,N/A,N/A,0.98,N/A,N/A
,,,26Q205,P.S. 205 Alexander Graham Bell,Elementary,204,0.61,0.76,Excellent,Excellent,Good,0.84,,0.89,0.89,0.85,0.95,0.96,0.95,0.91,,,0.505,0.495,0,0.108,0.172,0.142,0.015,0,0.389,0.02,0.328,0.51,0.054,0.196,0.02,0,0.152,N<5,0,N<5,0,0,0.667,0.2,0.505,0.016,0.177,0.016,0,0.231,0.623,0.038,0.175,0.009,0.002,0.125,0,1,0.943,0.825,0.952,1,0,0,1,0,0
,,,26Q213,P.S. 213 The Carl Ullman School,Elementary,320,0.53,0.63,Good,Excellent,Excellent,0.86,,0.93,0.94,0.95,0.96,0.97,0.96,0.98,,,0.509,0.491,0,0.144,0.213,0,0.103,0.088,0.534,0.041,0.481,0.525,0.097,0.253,0.006,0.006,0.091,0.176,0,N<5,0,0,0.735,0.3,0.653,0.054,0.207,0.012,0.008,0.054,0.623,0.038,0.175,0.009,0.002,0.125,0.2,0.971,0.935,0.766,0.96,0.94,N/A,N/A,1,0,0
,,,26Q216,J.H.S. 216 George J. Ryan,Middle,1501,0.57,0.86,Excellent,Good,Fair,0.76,0.85,0.63,0.71,0.7,0.77,0.9,0.77,0.92,3.33,3.51,0.498,0.502,0,0.09,0.114,0.008,0.067,0.033,0.606,0.099,0.542,0.708,0.035,0.137,0.011,0.002,0.097,0.159,0.17,0.057,0,0,0.591,0.8,0.602,0.04,0.201,0.006,0.003,0.126,0.652,0.042,0.161,0.011,0.004,0.108,3.7,0.807,0.951,0.852,0.951,0.98,N/A,N/A,0.99,N/A,N/A
,,,26Q221,P.S. 221 The North Hills School,Elementary,467,0.53,0.7,Good,Excellent,Excellent,0.89,0.8,0.96,0.92,0.95,0.95,0.97,0.95,0.98,,,0.505,0.495,0,0.111,0.182,0.013,0.111,0.034,0.42,0.009,0.364,0.632,0.015,0.178,0.002,0,0.154,0.132,N<5,N<5,0,0,0.816,0.5,0.64,0.012,0.146,0.002,0,0.174,0.623,0.038,0.175,0.009,0.002,0.125,1,0.974,0.948,0.868,0.953,0.95,N/A,N/A,0.99,N/A,N/A
